#reference_panel_population:	CHA	MSU
chromosome	physical_position	genetic_position	genetic_marker_index	BHC-501:::hap1:::CHA	BHC-501:::hap1:::MSU	BHC-501:::hap2:::CHA	BHC-501:::hap2:::MSU	BHC-502:::hap1:::CHA	BHC-502:::hap1:::MSU	BHC-502:::hap2:::CHA	BHC-502:::hap2:::MSU	XM448:::hap1:::CHA	XM448:::hap1:::MSU	XM448:::hap2:::CHA	XM448:::hap2:::MSU	XM450:::hap1:::CHA	XM450:::hap1:::MSU	XM450:::hap2:::CHA	XM450:::hap2:::MSU	SYLHN-1:::hap1:::CHA	SYLHN-1:::hap1:::MSU	SYLHN-1:::hap2:::CHA	SYLHN-1:::hap2:::MSU	SYLHN-2:::hap1:::CHA	SYLHN-2:::hap1:::MSU	SYLHN-2:::hap2:::CHA	SYLHN-2:::hap2:::MSU	SYLHN-3:::hap1:::CHA	SYLHN-3:::hap1:::MSU	SYLHN-3:::hap2:::CHA	SYLHN-3:::hap2:::MSU	SYLHN-4:::hap1:::CHA	SYLHN-4:::hap1:::MSU	SYLHN-4:::hap2:::CHA	SYLHN-4:::hap2:::MSU	SYLHN-5:::hap1:::CHA	SYLHN-5:::hap1:::MSU	SYLHN-5:::hap2:::CHA	SYLHN-5:::hap2:::MSU	SYLHN-6:::hap1:::CHA	SYLHN-6:::hap1:::MSU	SYLHN-6:::hap2:::CHA	SYLHN-6:::hap2:::MSU	SYLHN-7:::hap1:::CHA	SYLHN-7:::hap1:::MSU	SYLHN-7:::hap2:::CHA	SYLHN-7:::hap2:::MSU	SYLHN-8:::hap1:::CHA	SYLHN-8:::hap1:::MSU	SYLHN-8:::hap2:::CHA	SYLHN-8:::hap2:::MSU	SYLHN-9:::hap1:::CHA	SYLHN-9:::hap1:::MSU	SYLHN-9:::hap2:::CHA	SYLHN-9:::hap2:::MSU	GQC-10:::hap1:::CHA	GQC-10:::hap1:::MSU	GQC-10:::hap2:::CHA	GQC-10:::hap2:::MSU	GQC-15:::hap1:::CHA	GQC-15:::hap1:::MSU	GQC-15:::hap2:::CHA	GQC-15:::hap2:::MSU	GQC-20:::hap1:::CHA	GQC-20:::hap1:::MSU	GQC-20:::hap2:::CHA	GQC-20:::hap2:::MSU	GQC-5:::hap1:::CHA	GQC-5:::hap1:::MSU	GQC-5:::hap2:::CHA	GQC-5:::hap2:::MSU	1050751690:::hap1:::CHA	1050751690:::hap1:::MSU	1050751690:::hap2:::CHA	1050751690:::hap2:::MSU	1050751700:::hap1:::CHA	1050751700:::hap1:::MSU	1050751700:::hap2:::CHA	1050751700:::hap2:::MSU	1050751710:::hap1:::CHA	1050751710:::hap1:::MSU	1050751710:::hap2:::CHA	1050751710:::hap2:::MSU	1050751720:::hap1:::CHA	1050751720:::hap1:::MSU	1050751720:::hap2:::CHA	1050751720:::hap2:::MSU	1050751730:::hap1:::CHA	1050751730:::hap1:::MSU	1050751730:::hap2:::CHA	1050751730:::hap2:::MSU
1	2952000	2.95200	50	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00555	0.99445	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.02189	0.97811	0.00000	1.00000	0.00011	0.99989	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07675	0.92325	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00045	0.99955	0.00000	1.00000
1	3147141	3.14714	55	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00600	0.99400	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00679	0.99321	0.00000	1.00000	0.00014	0.99986	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07675	0.92325	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00045	0.99955	0.00000	1.00000
1	3279233	3.27923	60	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00658	0.99342	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00307	0.99693	0.00000	1.00000	0.00024	0.99976	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07675	0.92325	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00045	0.99955	0.00000	1.00000
1	3470316	3.47032	65	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.01373	0.98627	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00046	0.99954	0.00000	1.00000	0.00194	0.99806	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07675	0.92325	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00045	0.99955	0.00000	1.00000
1	3579296	3.57930	70	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.01818	0.98182	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00033	0.99967	0.00000	1.00000	0.00399	0.99601	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07675	0.92325	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00045	0.99955	0.00000	1.00000
1	3840517	3.84052	75	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.32745	0.67255	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00001	0.99999	0.00000	1.00000	0.17399	0.82601	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07675	0.92325	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00055	0.99945	0.00000	1.00000
1	3958867	3.95887	80	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.36365	0.63635	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.20818	0.79182	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07675	0.92325	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00056	0.99944	0.00000	1.00000
1	4070299	4.07030	85	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.40169	0.59831	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.25257	0.74743	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07675	0.92325	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00057	0.99943	0.00000	1.00000
1	4162383	4.16238	90	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.42274	0.57726	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.27728	0.72272	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07675	0.92325	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00057	0.99943	0.00000	1.00000
1	4418006	4.41801	95	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.62223	0.37777	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.73221	0.26779	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07731	0.92269	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00058	0.99942	0.00000	1.00000
1	4615149	4.61515	100	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.66996	0.33004	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.85848	0.14152	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.07822	0.92178	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00058	0.99942	0.00000	1.00000
1	4982601	4.98260	105	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.91663	0.08337	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.99587	0.00413	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.10539	0.89461	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00057	0.99943	0.00000	1.00000
1	5087212	5.08721	110	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.92072	0.07928	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.99657	0.00343	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.10847	0.89153	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00057	0.99943	0.00000	1.00000
1	5475277	5.47528	115	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.99830	0.00170	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.99996	0.00004	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.60766	0.39234	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00000	1.00000	0.00055	0.99945	0.00000	1.00000
